seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.07285111291555463,0.052001424548152195,0.07460422500638642,0.05186089637177273,1.134755268347334
55,test,0.039932971403618935,0.049289250260172716,0.045837818025102596,0.049077032932412515,1.134755268347334
