seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.11225278116056761,0.05893976083224714,0.09351442236359504,0.05766039696552118,0.710415416266961
55,test,0.11812625709359115,0.06717749051537253,0.10069759131944378,0.06573376898218931,0.710415416266961
