seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.11305122779803109,0.08848765055300654,0.119167337348778,0.08590923329374421,1.226875553319909
55,test,0.13989383519725504,0.12994233283369594,0.13989756215633123,0.12577242924485604,1.226875553319909
