seed,dataset,split,auc,f1,acc,precision,recall,fp,fn,ece,brier,params_count,latency_ms
55,all,test,0.8562922573609597,0.47852760736196315,0.8827586206896552,0.41935483870967744,0.5571428571428572,54.0,31.0,0.2364947957918048,0.13466969797865092,101825,83.53567379314035
55,TBSI,test,1.0,0.32258064516129037,0.475,0.19230769230769232,1.0,21.0,0.0,0.4387924805283547,0.23616389851783062,101825,83.53567379314035
55,bma,test,0.8690909090909091,0.6153846153846154,0.9166666666666666,0.5,0.8,4.0,1.0,0.28516321796923877,0.1505232653132347,101825,83.53567379314035
55,pbs_imgs,test,0.7464114832535885,0.37209302325581395,0.784,0.25,0.7272727272727273,24.0,3.0,0.24753450965881346,0.1542050281479613,101825,83.53567379314035
55,tbf_imgs,test,0.7374984412021449,0.0,0.9166666666666666,0.0,0.0,0.0,27.0,0.30569887271633855,0.16803277646599027,101825,83.53567379314035
55,wbc,test,0.9846517119244392,0.8979591836734693,0.9715909090909091,0.8148148148148148,1.0,5.0,0.0,0.05698610433186828,0.030905290236014658,101825,83.53567379314035
