seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.22947792563846897,0.12490654568253179,0.09798884709590089,0.07672787027132201,0.27844069954726347
55,test,0.24026274081833407,0.13466969797865092,0.12286320385630076,0.10393900216020276,0.27844069954726347
