model_code_name,model_display_name,family,heldout_dataset,seed,auc,f1,ece,brier,threshold,n_test
classical_ml,Classical ML,classical_ml,TBSI,42,0.8,0.7499999999999999,0.0968512686507447,0.0582709294595564,0.72,40
