source_group,family,model_name,display_name,split,dataset,threshold,auc,source_path,tn,fp,fn,tp,n_total,accuracy,precision,recall,sensitivity,specificity,f1,balanced_accuracy,mcc,false_positive_rate,false_negative_rate,negative_predictive_value,geometric_mean,positive_prevalence,negative_prevalence,collapsed_positive_only,collapsed_negative_only,specificity_zero_flag,balanced_metric_warning,ece,brier
deep_family,cnn_attention,cnn_attention,cnn_attention,test,all,0.5,0.9958501006036216,reports/final/leaderboard.csv,642.0,30.0,1.0,70.0,743.0,0.9582772543741588,0.7,0.9859154929577465,0.9859154929577465,0.9553571428571429,0.8187134502923976,0.9706363179074446,0.810818702607675,0.044642857142857144,0.014084507042253521,0.9984447900466563,0.9705160526496737,0.0955585464333782,0.9044414535666218,False,False,False,False,,
deep_family,cnn,cnn,cnn,test,all,0.5,0.9935446009389672,reports/final/leaderboard.csv,662.0,10.0,4.0,67.0,743.0,0.9811574697173621,0.8701298701298701,0.9436619718309859,0.9436619718309859,0.9851190476190477,0.9054054054054054,0.9643905097250167,0.8958693227541976,0.01488095238095238,0.056338028169014086,0.993993993993994,0.9641677151639405,0.0955585464333782,0.9044414535666218,False,False,False,False,,
deep_family,cnn_focus_hybrid,cnn_focus_hybrid,cnn_focus_hybrid,test,all,0.5,0.97761569416499,reports/final/leaderboard.csv,654.0,18.0,8.0,63.0,743.0,0.9650067294751009,0.7777777777777778,0.8873239436619719,0.8873239436619719,0.9732142857142857,0.8289473684210527,0.9302691146881288,0.811731641744908,0.026785714285714284,0.11267605633802817,0.9879154078549849,0.9292773203022707,0.0955585464333782,0.9044414535666218,False,False,False,False,,
deep_family,transfer,transfer:MobileNet,transfer:MobileNet,test,all,0.5,0.9748490945674044,reports/final/leaderboard.csv,631.0,41.0,8.0,63.0,743.0,0.9340511440107672,0.6057692307692307,0.8873239436619719,0.8873239436619719,0.9389880952380952,0.72,0.9131560194500336,0.7001495151252212,0.06101190476190476,0.11267605633802817,0.9874804381846636,0.9127905672816246,0.0955585464333782,0.9044414535666218,False,False,False,False,,
deep_family,hybrid_vit,hybrid_vit,hybrid_vit,test,all,0.5,0.962168846411804,reports/final/leaderboard.csv,641.0,31.0,15.0,56.0,743.0,0.9380888290713324,0.6436781609195402,0.7887323943661971,0.7887323943661971,0.9538690476190477,0.7088607594936709,0.8713007209926225,0.6789816746969008,0.046130952380952384,0.2112676056338028,0.9771341463414634,0.8673796272915197,0.0955585464333782,0.9044414535666218,False,False,False,True,,
deep_family,focus_dnn,focus_dnn,focus_dnn,test,all,0.5,0.9079896042924211,reports/final/leaderboard.csv,586.0,86.0,30.0,41.0,743.0,0.8438761776581427,0.3228346456692913,0.5774647887323944,0.5774647887323944,0.8720238095238095,0.41414141414141414,0.7247442991281019,0.35102679935287645,0.12797619047619047,0.4225352112676056,0.9512987012987013,0.7096217618818382,0.0955585464333782,0.9044414535666218,False,False,False,True,,
deep_family,vit,vit,vit,test,all,0.5,0.7398977196512408,reports/final/leaderboard.csv,642.0,30.0,46.0,25.0,743.0,0.8977119784656796,0.45454545454545453,0.352112676056338,0.352112676056338,0.9553571428571429,0.3968253968253968,0.6537349094567404,0.3452556060301749,0.044642857142857144,0.647887323943662,0.9331395348837209,0.5799942759725873,0.0955585464333782,0.9044414535666218,False,False,False,True,,
deep_family,cnn,cnn,cnn,test,TBSI,0.5,1.0,reports/final/per_dataset_metrics.csv,35.0,0.0,0.0,5.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.125,0.875,False,False,False,False,,
deep_family,cnn,cnn,cnn,test,bma,0.5,0.9927272727272728,reports/final/per_dataset_metrics.csv,55.0,0.0,2.0,3.0,60.0,0.9666666666666667,1.0,0.6,0.6,1.0,0.7499999999999999,0.8,0.760885910252682,0.0,0.4,0.9649122807017544,0.7745966692414834,0.08333333333333333,0.9166666666666666,False,False,False,True,,
deep_family,cnn,cnn,cnn,test,pbs_imgs,0.5,0.9772727272727272,reports/final/per_dataset_metrics.csv,115.0,5.0,1.0,10.0,131.0,0.9541984732824428,0.6666666666666666,0.9090909090909091,0.9090909090909091,0.9583333333333334,0.7692307692307692,0.9337121212121212,0.7555164016019215,0.041666666666666664,0.09090909090909091,0.9913793103448276,0.9333874443188751,0.08396946564885496,0.916030534351145,False,False,False,False,,
deep_family,cnn,cnn,cnn,test,tbf_imgs,0.5,0.9926948051948052,reports/final/per_dataset_metrics.csv,304.0,4.0,1.0,27.0,336.0,0.9851190476190477,0.8709677419354839,0.9642857142857143,0.9642857142857143,0.987012987012987,0.9152542372881356,0.9756493506493507,0.9085325914026875,0.012987012987012988,0.03571428571428571,0.9967213114754099,0.9755831708219933,0.08333333333333333,0.9166666666666666,False,False,False,False,,
deep_family,cnn,cnn,cnn,test,wbc,0.5,1.0,reports/final/per_dataset_metrics.csv,153.0,1.0,0.0,22.0,176.0,0.9943181818181818,0.9565217391304348,1.0,1.0,0.9935064935064936,0.9777777777777777,0.9967532467532467,0.9748387348716767,0.006493506493506494,0.0,1.0,0.996747958867483,0.125,0.875,False,False,False,False,,
deep_family,cnn_attention,cnn_attention,cnn_attention,test,TBSI,0.5,1.0,reports/final/per_dataset_metrics.csv,34.0,1.0,0.0,5.0,40.0,0.975,0.8333333333333334,1.0,1.0,0.9714285714285714,0.9090909090909091,0.9857142857142858,0.8997354108424374,0.02857142857142857,0.0,1.0,0.9856107606091623,0.125,0.875,False,False,False,False,,
deep_family,cnn_attention,cnn_attention,cnn_attention,test,bma,0.5,0.989090909090909,reports/final/per_dataset_metrics.csv,49.0,6.0,0.0,5.0,60.0,0.9,0.45454545454545453,1.0,1.0,0.8909090909090909,0.625,0.9454545454545454,0.6363636363636364,0.10909090909090909,0.0,1.0,0.9438798074485389,0.08333333333333333,0.9166666666666666,False,False,False,False,,
deep_family,cnn_attention,cnn_attention,cnn_attention,test,pbs_imgs,0.5,0.9856060606060606,reports/final/per_dataset_metrics.csv,104.0,16.0,0.0,11.0,131.0,0.8778625954198473,0.4074074074074074,1.0,1.0,0.8666666666666667,0.5789473684210525,0.9333333333333333,0.5942107536498195,0.13333333333333333,0.0,1.0,0.9309493362512627,0.08396946564885496,0.916030534351145,False,False,False,True,,
deep_family,cnn_attention,cnn_attention,cnn_attention,test,tbf_imgs,0.5,0.9952458256029684,reports/final/per_dataset_metrics.csv,302.0,6.0,1.0,27.0,336.0,0.9791666666666666,0.8181818181818182,0.9642857142857143,0.9642857142857143,0.9805194805194806,0.8852459016393442,0.9724025974025974,0.8774418859124449,0.01948051948051948,0.03571428571428571,0.9966996699669967,0.972368720004806,0.08333333333333333,0.9166666666666666,False,False,False,False,,
