rank_balanced_primary,family,model_name,display_name,accuracy,precision,recall,f1,auc,balanced_accuracy,mcc,specificity,false_positive_rate,false_negative_rate,negative_predictive_value,geometric_mean,collapsed_positive_only,collapsed_negative_only,specificity_zero_flag,balanced_metric_warning,tn,fp,fn,tp,n_total,split,dataset,threshold,source_group,params_count,input_size,latency_ms_mean,latency_ms_p95,tuning_walltime_s,training_walltime_s,hardware,rank_accuracy,rank_balanced_accuracy,rank_mcc,rank_specificity,shift_balanced_vs_accuracy,shift_mcc_vs_accuracy,shift_specificity_vs_accuracy
2,cnn,cnn,cnn,0.9811574697173621,0.8701298701298701,0.9436619718309859,0.9054054054054054,0.9935446009389672,0.9643905097250167,0.8958693227541976,0.9851190476190477,0.01488095238095238,0.056338028169014086,0.993993993993994,0.9641677151639405,False,False,False,False,662.0,10.0,4.0,67.0,743.0,test,all,0.5,deep_family,3729489.0,224.0,15.023668000001749,18.84469499999,1.9253056999999671,0.0,CPU:/physical_device:CPU:0,1,2,1,2,1,0,1
3,cnn_focus_hybrid,cnn_focus_hybrid,cnn_focus_hybrid,0.9650067294751009,0.7777777777777778,0.8873239436619719,0.8289473684210527,0.97761569416499,0.9302691146881288,0.811731641744908,0.9732142857142857,0.026785714285714284,0.11267605633802817,0.9879154078549849,0.9292773203022707,False,False,False,False,654.0,18.0,8.0,63.0,743.0,test,all,0.5,deep_family,102161.0,224.0,,,205622.5734266,0.0,CPU:/physical_device:CPU:0,2,3,2,3,1,0,1
1,cnn_attention,cnn_attention,cnn_attention,0.9582772543741588,0.7,0.9859154929577465,0.8187134502923976,0.9958501006036216,0.9706363179074446,0.810818702607675,0.9553571428571429,0.044642857142857144,0.014084507042253521,0.9984447900466563,0.9705160526496737,False,False,False,False,642.0,30.0,1.0,70.0,743.0,test,all,0.5,deep_family,156569.0,224.0,6.6236010000284296,6.998610001755878,34696.8752157,0.0,CPU:/physical_device:CPU:0,3,1,3,4,-2,0,1
8,classical_ml,gradient_boosting,classical_ml:gradient_boosting,0.9394347240915208,0.8611111111111112,0.43661971830985913,0.5794392523364487,0.8568494299128102,0.7145896210596915,0.587613225715903,0.9925595238095238,0.00744047619047619,0.5633802816901409,0.9434229137199435,0.6583092432067791,False,False,False,True,667.0,5.0,40.0,31.0,743.0,test,all,0.71,classical_ml,,,,,,,,4,8,6,1,4,2,-3
5,hybrid_vit,hybrid_vit,hybrid_vit,0.9380888290713324,0.6436781609195402,0.7887323943661971,0.7088607594936709,0.962168846411804,0.8713007209926225,0.6789816746969008,0.9538690476190477,0.046130952380952384,0.2112676056338028,0.9771341463414634,0.8673796272915197,False,False,False,True,641.0,31.0,15.0,56.0,743.0,test,all,0.5,deep_family,2390145.0,224.0,48.744032999675255,111.01107498834592,115046.2538004,0.0,CPU:/physical_device:CPU:0,5,5,5,6,0,0,1
4,transfer,transfer:MobileNet,transfer:MobileNet,0.9340511440107672,0.6057692307692307,0.8873239436619719,0.72,0.9748490945674044,0.9131560194500336,0.7001495151252212,0.9389880952380952,0.06101190476190476,0.11267605633802817,0.9874804381846636,0.9127905672816246,False,False,False,False,631.0,41.0,8.0,63.0,743.0,test,all,0.5,deep_family,3360193.0,224.0,9.370590001926756,9.8054200047045,1.408496299991384,0.0,CPU:/physical_device:CPU:0,6,4,4,7,-2,-2,1
9,vit,vit,vit,0.8977119784656796,0.45454545454545453,0.352112676056338,0.3968253968253968,0.7398977196512408,0.6537349094567404,0.3452556060301749,0.9553571428571429,0.044642857142857144,0.647887323943662,0.9331395348837209,0.5799942759725873,False,False,False,True,642.0,30.0,46.0,25.0,743.0,test,all,0.5,deep_family,462721.0,224.0,42.262785000001486,48.68990499999768,0.1298891000000139,0.0,CPU:/physical_device:CPU:0,7,9,9,4,2,2,-3
7,threshold_baselines,composite,threshold_baselines:composite,0.8748317631224765,0.3854166666666667,0.5211267605633803,0.4431137724550898,0.6554954728370221,0.7166645707578806,0.3797903717094116,0.9122023809523809,0.08779761904761904,0.4788732394366197,0.9474497681607419,0.6894730391856645,False,False,False,True,613.0,59.0,34.0,37.0,743.0,test,all,0.783067705643236,threshold_baselines,,,,,,,,8,7,7,8,-1,-1,0
6,focus_dnn,focus_dnn,focus_dnn,0.8438761776581427,0.3228346456692913,0.5774647887323944,0.41414141414141414,0.9079896042924211,0.7247442991281019,0.35102679935287645,0.8720238095238095,0.12797619047619047,0.4225352112676056,0.9512987012987013,0.7096217618818382,False,False,False,True,586.0,86.0,30.0,41.0,743.0,test,all,0.5,deep_family,33793.0,224.0,,,10672.3398965,0.0,CPU:/physical_device:CPU:0,9,6,8,9,-3,-1,0
