trial_id,score,status,num_blocks,filters_base,kernel_size,dropout,batchnorm,dense_units,l2_reg,optimizer,learning_rate,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,tuner/trial_id,family,tuner_type,objective,batch_size,epochs_configured,learning_rate_std,optimizer_std,dropout_std,dense_units_std,depth_std,backbone_std,score_rank_within_family,attention_type,se_ratio,attention_placement,spatial_kernel,num_layers,units,activation,l2,backbone_choice,focus_units,fusion_layers,fusion_units,fusion_dropout,unfreeze_top
53,0.5815519690513611,COMPLETED,2.0,56.0,3.0,0.4,0.0,192.0,0.0007804173690829,rmsprop,0.0007089697692889,6.0,0.0,2.0,0.0,,cnn,hyperband,val_auc,32,50,0.0007089697692889,rmsprop,0.4,192,2,,84.0,,,,,,,,,,,,,,
78,0.5745471119880676,COMPLETED,4.0,64.0,3.0,0.0,0.0,64.0,0.0008267270888804,rmsprop,0.0009799165374941,17.0,0.0,1.0,0.0,,cnn,hyperband,val_auc,32,50,0.0009799165374941,rmsprop,0.0,64,4,,85.0,,,,,,,,,,,,,,
31,0.5615338087081909,COMPLETED,3.0,64.0,5.0,0.2,0.0,0.0,0.0008630068753574,rmsprop,0.0008469442920998,2.0,0.0,3.0,0.0,,cnn,hyperband,val_auc,32,50,0.0008469442920998,rmsprop,0.2,0,3,,86.0,,,,,,,,,,,,,,
75,0.5277174115180969,COMPLETED,5.0,64.0,5.0,0.3,0.0,64.0,0.0004820492373107,adam,0.000817603828873,17.0,0.0,1.0,0.0,,cnn,hyperband,val_auc,32,50,0.000817603828873,adam,0.3,64,5,,87.0,,,,,,,,,,,,,,
15,0.5,COMPLETED,5.0,64.0,5.0,0.0,0.0,128.0,0.0001079443550947,adam,0.0009102014918733,2.0,0.0,3.0,0.0,,cnn,hyperband,val_auc,32,50,0.0009102014918733,adam,0.0,128,5,,88.0,,,,,,,,,,,,,,
56,0.5,COMPLETED,4.0,64.0,5.0,0.2,0.0,192.0,0.0005673817886832,adam,0.0006537483604752,6.0,0.0,2.0,0.0,,cnn,hyperband,val_auc,32,50,0.0006537483604752,adam,0.2,192,4,,88.0,,,,,,,,,,,,,,
52,0.5,COMPLETED,5.0,32.0,5.0,0.4,0.0,0.0,0.0002138809427457,adam,0.0006849152746583,6.0,0.0,2.0,0.0,,cnn,hyperband,val_auc,32,50,0.0006849152746583,adam,0.4,0,5,,88.0,,,,,,,,,,,,,,
45,0.9950482845306396,COMPLETED,3.0,40.0,3.0,0.0,1.0,64.0,0.0001595803612717,rmsprop,0.0008107217163213,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008107217163213,rmsprop,0.0,64,3,,1.0,none,4.0,all,3.0,,,,,,,,,,
35,0.992834210395813,COMPLETED,4.0,40.0,3.0,0.2,1.0,192.0,0.0004821622586048,rmsprop,0.0007342753081583,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007342753081583,rmsprop,0.2,192,4,,2.0,se,8.0,all,7.0,,,,,,,,,,
44,0.992814004421234,COMPLETED,4.0,40.0,3.0,0.0,1.0,128.0,0.0003716064112053,rmsprop,0.0007794321996928,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007794321996928,rmsprop,0.0,128,4,,3.0,none,8.0,last_two,7.0,,,,,,,,,,
4,0.9927937984466552,COMPLETED,3.0,32.0,3.0,0.2,1.0,256.0,0.0009599609301949,rmsprop,0.0007396153597562,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007396153597562,rmsprop,0.2,256,3,,4.0,cbam,16.0,all,3.0,,,,,,,,,,
47,0.9924617409706116,COMPLETED,3.0,40.0,3.0,0.0,1.0,192.0,0.0008540194288515,rmsprop,0.0008291929640124,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008291929640124,rmsprop,0.0,192,3,,5.0,none,4.0,last_two,3.0,,,,,,,,,,
40,0.9894424676895142,COMPLETED,4.0,40.0,3.0,0.1,1.0,64.0,0.0005708617660938,rmsprop,0.0008562521619736,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008562521619736,rmsprop,0.1,64,4,,6.0,cbam,4.0,all,3.0,,,,,,,,,,
46,0.9892008900642396,COMPLETED,3.0,32.0,3.0,0.0,1.0,256.0,0.0003398277269777,rmsprop,0.0002790835666085,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0002790835666085,rmsprop,0.0,256,3,,7.0,none,8.0,last_two,3.0,,,,,,,,,,
49,0.9884459376335144,COMPLETED,3.0,40.0,3.0,0.0,1.0,64.0,0.0005139900183236,rmsprop,0.0007586651058824,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007586651058824,rmsprop,0.0,64,3,,8.0,se,4.0,last_two,7.0,,,,,,,,,,
9,0.9838869571685792,COMPLETED,4.0,16.0,3.0,0.0,1.0,192.0,0.0002555275002106,rmsprop,0.0008034024665056,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008034024665056,rmsprop,0.0,192,4,,9.0,cbam,4.0,last_two,3.0,,,,,,,,,,
42,0.981521725654602,COMPLETED,4.0,32.0,3.0,0.0,1.0,192.0,0.0008114800627083,rmsprop,0.0006652027880592,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0006652027880592,rmsprop,0.0,192,4,,10.0,cbam,8.0,all,3.0,,,,,,,,,,
0,0.9808171987533568,COMPLETED,5.0,32.0,5.0,0.0,1.0,64.0,0.0009783548583709,rmsprop,0.0009222786752994,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009222786752994,rmsprop,0.0,64,5,,11.0,cbam,4.0,all,3.0,,,,,,,,,,
25,0.9737117290496826,COMPLETED,3.0,16.0,3.0,0.1,1.0,192.0,0.0002406551279332,adam,0.0001280878191903,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001280878191903,adam,0.1,192,3,,12.0,se,16.0,last_two,3.0,,,,,,,,,,
29,0.9704508781433104,COMPLETED,3.0,40.0,3.0,0.0,1.0,64.0,0.0005945108523756,adam,0.0009708916102585,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009708916102585,adam,0.0,64,3,,13.0,cbam,4.0,last_two,3.0,,,,,,,,,,
27,0.964009702205658,COMPLETED,2.0,64.0,3.0,0.1,1.0,256.0,0.0002496421160109,adam,0.0001391769764283,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001391769764283,adam,0.1,256,2,,14.0,cbam,16.0,all,3.0,,,,,,,,,,
39,0.9617653489112854,COMPLETED,3.0,40.0,3.0,0.1,1.0,192.0,0.0004069201103048,rmsprop,0.0006168306770674,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0006168306770674,rmsprop,0.1,192,3,,15.0,cbam,8.0,all,3.0,,,,,,,,,,
38,0.9597824811935424,COMPLETED,4.0,32.0,3.0,0.4,0.0,64.0,1.417461988606017e-05,adam,0.0009592299068749,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009592299068749,adam,0.4,64,4,,16.0,none,12.0,all,3.0,,,,,,,,,,
12,0.9556663036346436,COMPLETED,5.0,16.0,3.0,0.2,1.0,128.0,0.0002790623867929,rmsprop,0.0004462341242013,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0004462341242013,rmsprop,0.2,128,5,,17.0,se,8.0,all,3.0,,,,,,,,,,
3,0.953401744365692,COMPLETED,2.0,56.0,3.0,0.1,1.0,64.0,8.352052115358566e-05,adam,0.0009211090234237,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009211090234237,adam,0.1,64,2,,18.0,cbam,4.0,all,7.0,,,,,,,,,,
30,0.9450383186340332,COMPLETED,3.0,40.0,3.0,0.2,1.0,0.0,0.0003664077279915,rmsprop,0.0003780051928686,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003780051928686,rmsprop,0.2,0,3,,19.0,cbam,4.0,all,7.0,,,,,,,,,,
41,0.917149782180786,COMPLETED,4.0,48.0,3.0,0.2,1.0,128.0,0.0001310685460284,adam,0.0007307491490567,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007307491490567,adam,0.2,128,4,,20.0,cbam,12.0,all,3.0,,,,,,,,,,
22,0.913325309753418,COMPLETED,2.0,40.0,5.0,0.0,1.0,64.0,0.00010953449765,adam,0.0004599969783244,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0004599969783244,adam,0.0,64,2,,21.0,cbam,16.0,last_two,7.0,,,,,,,,,,
43,0.91192626953125,COMPLETED,4.0,40.0,3.0,0.1,1.0,256.0,0.0005604406271304,rmsprop,0.0004690788015914,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0004690788015914,rmsprop,0.1,256,4,,22.0,se,16.0,all,3.0,,,,,,,,,,
10,0.9109903573989868,COMPLETED,2.0,64.0,5.0,0.4,1.0,128.0,0.000452065865349,adam,0.0003483261190877,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003483261190877,adam,0.4,128,2,,23.0,cbam,8.0,last_two,3.0,,,,,,,,,,
20,0.9038647413253784,COMPLETED,3.0,48.0,3.0,0.0,0.0,256.0,0.0006503872137164,rmsprop,0.0002767881476183,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0002767881476183,rmsprop,0.0,256,3,,24.0,none,4.0,all,3.0,,,,,,,,,,
37,0.8907105922698975,COMPLETED,5.0,56.0,5.0,0.4,0.0,64.0,0.0003776024592743,adam,0.0002266938334547,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0002266938334547,adam,0.4,64,5,,25.0,none,4.0,last_two,7.0,,,,,,,,,,
19,0.8772745728492737,COMPLETED,3.0,24.0,5.0,0.0,0.0,64.0,0.0003640795170616,rmsprop,0.0004588615928846,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0004588615928846,rmsprop,0.0,64,3,,26.0,none,12.0,last_two,7.0,,,,,,,,,,
23,0.866304337978363,COMPLETED,5.0,40.0,3.0,0.4,1.0,256.0,0.0008579462588586,rmsprop,0.0001877964733535,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001877964733535,rmsprop,0.4,256,5,,27.0,cbam,4.0,all,3.0,,,,,,,,,,
17,0.8554046154022217,COMPLETED,2.0,56.0,3.0,0.4,1.0,256.0,0.0001920598347906,adam,0.0007836795869032,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007836795869032,adam,0.4,256,2,,28.0,none,12.0,last_two,7.0,,,,,,,,,,
15,0.8549215197563171,COMPLETED,4.0,32.0,5.0,0.4,1.0,256.0,0.0004582543398292,rmsprop,0.0003439792545477,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003439792545477,rmsprop,0.4,256,4,,29.0,cbam,16.0,all,7.0,,,,,,,,,,
8,0.8441424369812012,COMPLETED,5.0,48.0,5.0,0.4,1.0,128.0,0.0004877794788599,rmsprop,0.0007158270757627,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007158270757627,rmsprop,0.4,128,5,,30.0,se,12.0,all,3.0,,,,,,,,,,
1,0.8435788750648499,COMPLETED,2.0,32.0,3.0,0.4,1.0,128.0,0.0004147439993086,adam,0.0001673143811857,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001673143811857,adam,0.4,128,2,,31.0,se,16.0,all,7.0,,,,,,,,,,
48,0.8245470523834229,COMPLETED,4.0,48.0,3.0,0.3,1.0,0.0,0.0,adam,0.001,,,,,,cnn_attention,bayesian,val_auc,32,50,0.001,adam,0.3,0,4,,32.0,none,4.0,all,3.0,,,,,,,,,,
2,0.8226248025894165,COMPLETED,2.0,24.0,5.0,0.2,1.0,192.0,0.0008144781454478,adam,0.0003443420019339,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003443420019339,adam,0.2,192,2,,33.0,none,12.0,last_two,3.0,,,,,,,,,,
28,0.818317174911499,COMPLETED,2.0,24.0,3.0,0.4,1.0,192.0,0.0002535886975963,rmsprop,0.0003903327801748,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003903327801748,rmsprop,0.4,192,2,,34.0,cbam,12.0,last_two,7.0,,,,,,,,,,
14,0.8069444894790649,COMPLETED,5.0,40.0,5.0,0.4,1.0,192.0,0.0003418531586584,adam,0.0007059212515768,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007059212515768,adam,0.4,192,5,,35.0,se,12.0,all,3.0,,,,,,,,,,
31,0.7999094128608704,COMPLETED,2.0,16.0,3.0,0.1,1.0,64.0,0.0009062123437193,rmsprop,0.000776337860259,,,,,,cnn_attention,bayesian,val_auc,32,50,0.000776337860259,rmsprop,0.1,64,2,,36.0,cbam,16.0,all,3.0,,,,,,,,,,
24,0.7287439107894897,COMPLETED,5.0,16.0,5.0,0.4,0.0,192.0,0.0007840458601899,rmsprop,0.0001620335701034,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001620335701034,rmsprop,0.4,192,5,,37.0,se,4.0,last_two,3.0,,,,,,,,,,
11,0.7224134802818298,COMPLETED,3.0,16.0,5.0,0.1,0.0,256.0,0.0005955187335288,rmsprop,0.000585888969256,,,,,,cnn_attention,bayesian,val_auc,32,50,0.000585888969256,rmsprop,0.1,256,3,,38.0,none,8.0,all,7.0,,,,,,,,,,
26,0.7056360840797424,COMPLETED,4.0,64.0,5.0,0.2,0.0,192.0,0.0005673817886832,adam,0.0006537483604752,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0006537483604752,adam,0.2,192,4,,39.0,none,8.0,all,7.0,,,,,,,,,,
36,0.6794081926345825,COMPLETED,3.0,24.0,5.0,0.4,0.0,192.0,0.0009823770747601,adam,0.0001689767413644,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001689767413644,adam,0.4,192,3,,40.0,none,4.0,all,3.0,,,,,,,,,,
18,0.675412654876709,COMPLETED,3.0,16.0,5.0,0.3,1.0,128.0,0.0004918100094233,rmsprop,0.0009414392491554,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009414392491554,rmsprop,0.3,128,3,,41.0,cbam,16.0,last_two,3.0,,,,,,,,,,
5,0.5756944417953491,COMPLETED,5.0,40.0,3.0,0.1,0.0,256.0,0.0002401030300662,rmsprop,0.0009336815726563,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0009336815726563,rmsprop,0.1,256,5,,42.0,se,4.0,all,7.0,,,,,,,,,,
16,0.5752113461494446,COMPLETED,3.0,16.0,3.0,0.1,0.0,0.0,0.0002106710379682,adam,0.0003818766093264,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003818766093264,adam,0.1,0,3,,43.0,cbam,8.0,last_two,7.0,,,,,,,,,,
7,0.5576187968254089,COMPLETED,2.0,24.0,3.0,0.3,0.0,128.0,0.0009063711552614,adam,0.0008834281502792,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008834281502792,adam,0.3,128,2,,44.0,cbam,8.0,last_two,7.0,,,,,,,,,,
13,0.5571960806846619,COMPLETED,2.0,64.0,5.0,0.1,0.0,192.0,0.0002454680832128,rmsprop,0.0003988919505634,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0003988919505634,rmsprop,0.1,192,2,,45.0,cbam,8.0,all,7.0,,,,,,,,,,
21,0.5571960806846619,COMPLETED,2.0,40.0,3.0,0.4,0.0,128.0,0.0005507538158685,adam,0.0008767061878217,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0008767061878217,adam,0.4,128,2,,45.0,cbam,4.0,all,7.0,,,,,,,,,,
34,0.553260862827301,COMPLETED,2.0,64.0,5.0,0.2,0.0,256.0,0.0006269203841433,rmsprop,0.0007569975425744,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0007569975425744,rmsprop,0.2,256,2,,47.0,cbam,4.0,all,7.0,,,,,,,,,,
32,0.5,COMPLETED,4.0,24.0,3.0,0.0,0.0,64.0,0.0009956946984302,adam,0.0001371454011887,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0001371454011887,adam,0.0,64,4,,48.0,se,16.0,all,7.0,,,,,,,,,,
6,0.5,COMPLETED,5.0,64.0,5.0,0.0,0.0,128.0,0.0005197779418935,adam,0.0004711859445288,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0004711859445288,adam,0.0,128,5,,48.0,cbam,4.0,last_two,3.0,,,,,,,,,,
33,0.5,COMPLETED,5.0,40.0,5.0,0.4,0.0,64.0,0.0006779871336456,rmsprop,0.0005767355934465,,,,,,cnn_attention,bayesian,val_auc,32,50,0.0005767355934465,rmsprop,0.4,64,5,,48.0,none,16.0,all,3.0,,,,,,,,,,
62,0.9819847345352172,COMPLETED,3.0,16.0,3.0,0.1,0.0,,,rmsprop,0.0005691242684145,4.0,0.0,2.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005691242684145,rmsprop,0.1,480,3,custom_cnn,1.0,,,,,,,,0.0008020075007341,custom_cnn,96.0,1.0,480.0,0.3,20.0
35,0.9786733984947203,COMPLETED,3.0,48.0,3.0,0.1,0.0,,,rmsprop,0.0008690586933464,4.0,2.0,3.0,1.0,13.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008690586933464,rmsprop,0.1,224,3,custom_cnn,2.0,,,,,,,,0.000622525926642,custom_cnn,96.0,2.0,224.0,0.4,10.0
46,0.9784117937088012,COMPLETED,3.0,48.0,3.0,0.1,0.0,,,rmsprop,0.0008690586933464,10.0,4.0,3.0,2.0,35.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008690586933464,rmsprop,0.1,224,3,custom_cnn,3.0,,,,,,,,0.000622525926642,custom_cnn,96.0,2.0,224.0,0.4,10.0
67,0.9772041440010072,COMPLETED,3.0,16.0,3.0,0.1,0.0,,,rmsprop,0.0005691242684145,10.0,4.0,2.0,1.0,62.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005691242684145,rmsprop,0.1,480,3,custom_cnn,4.0,,,,,,,,0.0008020075007341,custom_cnn,96.0,1.0,480.0,0.3,20.0
27,0.9749496579170228,COMPLETED,3.0,48.0,3.0,0.4,0.0,,,adam,0.0002473005999025,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0002473005999025,adam,0.4,192,3,custom_cnn,5.0,,,,,,,,0.0001991318887165,custom_cnn,96.0,2.0,192.0,0.2,10.0
13,0.9724537134170532,COMPLETED,3.0,48.0,3.0,0.1,0.0,,,rmsprop,0.0008690586933464,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008690586933464,rmsprop,0.1,224,3,custom_cnn,6.0,,,,,,,,0.000622525926642,custom_cnn,96.0,2.0,224.0,0.4,10.0
50,0.9708936810493468,COMPLETED,3.0,48.0,3.0,0.1,0.0,,,rmsprop,0.0008690586933464,30.0,10.0,3.0,3.0,46.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008690586933464,rmsprop,0.1,224,3,custom_cnn,7.0,,,,,,,,0.000622525926642,custom_cnn,96.0,2.0,224.0,0.4,10.0
39,0.9668176174163818,COMPLETED,3.0,56.0,3.0,0.4,1.0,,,adam,0.0008388484885975,4.0,2.0,3.0,1.0,26.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008388484885975,adam,0.4,448,3,mobilenetv2,8.0,,,,,,,,0.0006242940104198,mobilenetv2,96.0,3.0,448.0,0.0,5.0
79,0.966253936290741,COMPLETED,5.0,32.0,3.0,0.0,0.0,,,adam,0.000544680262335,10.0,0.0,1.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.000544680262335,adam,0.0,64,5,mobilenetv2,9.0,,,,,,,,9.106353056511383e-05,mobilenetv2,128.0,3.0,64.0,0.2,0.0
28,0.9652978777885436,COMPLETED,3.0,56.0,3.0,0.2,0.0,,,adam,0.0002600018004226,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0002600018004226,adam,0.2,288,3,mobilenetv2,10.0,,,,,,,,0.0004110196283451,mobilenetv2,128.0,2.0,288.0,0.1,10.0
73,0.9651166796684264,COMPLETED,2.0,56.0,5.0,0.4,0.0,,,adam,0.0001393085699274,30.0,10.0,2.0,2.0,68.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001393085699274,adam,0.4,480,2,mobilenetv2,11.0,,,,,,,,0.0005951332100894,mobilenetv2,0.0,2.0,480.0,0.3,5.0
83,0.9650061130523682,COMPLETED,3.0,56.0,5.0,0.3,1.0,,,adam,0.0007843863599771,30.0,10.0,1.0,1.0,75.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0007843863599771,adam,0.3,128,3,mobilenetv2,12.0,,,,,,,,0.0008737412431932,mobilenetv2,96.0,1.0,128.0,0.2,5.0
68,0.9643720388412476,COMPLETED,2.0,56.0,5.0,0.4,0.0,,,adam,0.0001393085699274,10.0,4.0,2.0,1.0,61.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001393085699274,adam,0.4,480,2,mobilenetv2,13.0,,,,,,,,0.0005951332100894,mobilenetv2,0.0,2.0,480.0,0.3,5.0
51,0.9641404747962952,COMPLETED,3.0,48.0,5.0,0.0,1.0,,,adam,0.0005444493853974,30.0,10.0,3.0,3.0,48.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005444493853974,adam,0.0,320,3,mobilenetv2,14.0,,,,,,,,1.5101727801708488e-06,mobilenetv2,0.0,3.0,320.0,0.2,5.0
75,0.9639291763305664,COMPLETED,3.0,56.0,5.0,0.3,1.0,,,adam,0.0007843863599771,10.0,0.0,1.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0007843863599771,adam,0.3,128,3,mobilenetv2,15.0,,,,,,,,0.0008737412431932,mobilenetv2,96.0,1.0,128.0,0.2,5.0
61,0.9637278318405152,COMPLETED,2.0,56.0,5.0,0.4,0.0,,,adam,0.0001393085699274,4.0,0.0,2.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001393085699274,adam,0.4,480,2,mobilenetv2,16.0,,,,,,,,0.0005951332100894,mobilenetv2,0.0,2.0,480.0,0.3,5.0
6,0.9635767936706544,COMPLETED,3.0,48.0,5.0,0.0,1.0,,,adam,0.0005444493853974,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005444493853974,adam,0.0,320,3,mobilenetv2,17.0,,,,,,,,1.5101727801708488e-06,mobilenetv2,0.0,3.0,320.0,0.2,5.0
37,0.9633554816246032,COMPLETED,3.0,48.0,5.0,0.0,1.0,,,adam,0.0005444493853974,4.0,2.0,3.0,1.0,6.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005444493853974,adam,0.0,320,3,mobilenetv2,18.0,,,,,,,,1.5101727801708488e-06,mobilenetv2,0.0,3.0,320.0,0.2,5.0
0,0.9629931449890136,COMPLETED,3.0,24.0,5.0,0.3,0.0,,,rmsprop,0.0001601955787084,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001601955787084,rmsprop,0.3,160,3,mobilenetv2,19.0,,,,,,,,9.033985426934954e-05,mobilenetv2,0.0,2.0,160.0,0.4,5.0
48,0.9629428386688232,COMPLETED,3.0,48.0,5.0,0.0,1.0,,,adam,0.0005444493853974,10.0,4.0,3.0,2.0,37.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005444493853974,adam,0.0,320,3,mobilenetv2,20.0,,,,,,,,1.5101727801708488e-06,mobilenetv2,0.0,3.0,320.0,0.2,5.0
77,0.9626811146736144,COMPLETED,2.0,40.0,3.0,0.1,0.0,,,adam,0.0003064006805513,10.0,0.0,1.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0003064006805513,adam,0.1,96,2,mobilenetv2,21.0,,,,,,,,0.0005495058119067,mobilenetv2,128.0,1.0,96.0,0.1,10.0
36,0.9625805020332336,COMPLETED,3.0,56.0,3.0,0.2,0.0,,,adam,0.0002600018004226,4.0,2.0,3.0,1.0,28.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0002600018004226,adam,0.2,288,3,mobilenetv2,22.0,,,,,,,,0.0004110196283451,mobilenetv2,128.0,2.0,288.0,0.1,10.0
82,0.9620772004127502,COMPLETED,5.0,32.0,3.0,0.0,0.0,,,adam,0.000544680262335,30.0,10.0,1.0,1.0,79.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.000544680262335,adam,0.0,64,5,mobilenetv2,23.0,,,,,,,,9.106353056511383e-05,mobilenetv2,128.0,3.0,64.0,0.2,0.0
26,0.961151361465454,COMPLETED,3.0,56.0,3.0,0.4,1.0,,,adam,0.0008388484885975,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008388484885975,adam,0.4,448,3,mobilenetv2,24.0,,,,,,,,0.0006242940104198,mobilenetv2,96.0,3.0,448.0,0.0,5.0
30,0.961020529270172,COMPLETED,2.0,64.0,5.0,0.1,1.0,,,rmsprop,0.0003389806510059,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0003389806510059,rmsprop,0.1,128,2,mobilenetv2,25.0,,,,,,,,0.0009742351471304,mobilenetv2,32.0,1.0,128.0,0.4,5.0
84,0.9605777263641356,COMPLETED,2.0,40.0,3.0,0.1,0.0,,,adam,0.0003064006805513,30.0,10.0,1.0,1.0,77.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0003064006805513,adam,0.1,96,2,mobilenetv2,26.0,,,,,,,,0.0005495058119067,mobilenetv2,128.0,1.0,96.0,0.1,10.0
47,0.960175096988678,COMPLETED,3.0,56.0,3.0,0.4,1.0,,,adam,0.0008388484885975,10.0,4.0,3.0,2.0,39.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0008388484885975,adam,0.4,448,3,mobilenetv2,27.0,,,,,,,,0.0006242940104198,mobilenetv2,96.0,3.0,448.0,0.0,5.0
38,0.9600442051887512,COMPLETED,3.0,24.0,5.0,0.3,0.0,,,rmsprop,0.0001601955787084,4.0,2.0,3.0,1.0,0.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001601955787084,rmsprop,0.3,160,3,mobilenetv2,28.0,,,,,,,,9.033985426934954e-05,mobilenetv2,0.0,2.0,160.0,0.4,5.0
49,0.9597423672676086,COMPLETED,3.0,56.0,3.0,0.2,0.0,,,adam,0.0002600018004226,10.0,4.0,3.0,2.0,36.0,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0002600018004226,adam,0.2,288,3,mobilenetv2,29.0,,,,,,,,0.0004110196283451,mobilenetv2,128.0,2.0,288.0,0.1,10.0
81,0.9592592120170592,COMPLETED,3.0,48.0,3.0,0.2,0.0,,,rmsprop,0.0006104116257417,10.0,0.0,1.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0006104116257417,rmsprop,0.2,128,3,mobilenetv2,30.0,,,,,,,,0.000618517188683,mobilenetv2,32.0,1.0,128.0,0.0,0.0
76,0.9583131074905396,COMPLETED,5.0,16.0,3.0,0.4,1.0,,,rmsprop,0.0006587335886358,10.0,0.0,1.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0006587335886358,rmsprop,0.4,32,5,mobilenetv2,31.0,,,,,,,,1.146024587832628e-05,mobilenetv2,32.0,1.0,32.0,0.0,5.0
87,0.9580013155937196,COMPLETED,4.0,24.0,5.0,0.0,0.0,,,rmsprop,0.0005529859307047,30.0,0.0,0.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0005529859307047,rmsprop,0.0,192,4,mobilenetv2,32.0,,,,,,,,0.0006694897437226,mobilenetv2,64.0,1.0,192.0,0.2,0.0
11,0.9573973417282104,COMPLETED,3.0,40.0,3.0,0.2,1.0,,,rmsprop,0.0001816823641815,2.0,0.0,3.0,0.0,,cnn_focus_hybrid,hyperband,val_auc,32,30,0.0001816823641815,rmsprop,0.2,192,3,mobilenetv2,33.0,,,,,,,,0.0005570381481736,mobilenetv2,64.0,1.0,192.0,0.0,0.0
