family,display_name,split,score_type,threshold,accuracy,precision,recall,specificity,f1,mcc,balanced_accuracy
threshold_baselines,threshold_baselines:composite,test,raw_score,0.9754707018534341,0.8788694481830417,0.37333333333333335,0.39436619718309857,0.9300595238095238,0.3835616438356165,0.31659950128903097,0.6622128604963112
threshold_baselines,threshold_baselines:composite,test,raw_score,1.2169679005940754,0.8788694481830417,0.32075471698113206,0.23943661971830985,0.9464285714285714,0.27419354838709675,0.21229970631609843,0.5929325955734406
threshold_baselines,threshold_baselines:composite,test,raw_score,1.4584650993347168,0.8869448183041723,0.32432432432432434,0.16901408450704225,0.9627976190476191,0.2222222222222222,0.17814128112886998,0.5659058517773307
threshold_baselines,threshold_baselines:composite,test,raw_score,1.699962298075358,0.892328398384926,0.3448275862068966,0.14084507042253522,0.9717261904761905,0.2,0.17088078744599017,0.5562856304493629
threshold_baselines,threshold_baselines:composite,test,raw_score,1.941459496815999,0.9030955585464334,0.4666666666666667,0.09859154929577464,0.9880952380952381,0.1627906976744186,0.1811988345488755,0.5433433936955064
threshold_baselines,threshold_baselines:composite,test,raw_score,2.1829566955566406,0.9057873485868102,0.5555555555555556,0.07042253521126761,0.9940476190476191,0.125,0.17326196502004132,0.5322350771294433
threshold_baselines,threshold_baselines:composite,test,raw_score,2.4244538942972818,0.9057873485868102,0.6,0.04225352112676056,0.9970238095238095,0.07894736842105261,0.1412350840043088,0.519638665325285
threshold_baselines,threshold_baselines:composite,test,raw_score,2.665951093037923,0.9071332436069987,0.75,0.04225352112676056,0.9985119047619048,0.08,0.16377725202007445,0.5203827129443327
threshold_baselines,threshold_baselines:composite,test,raw_score,2.9074482917785645,0.9057873485868102,0.6666666666666666,0.028169014084507043,0.9985119047619048,0.054054054054054064,0.12369100139052959,0.5133404594232059
threshold_baselines,threshold_baselines:composite,test,raw_score,3.1489454905192056,0.9071332436069987,1.0,0.028169014084507043,1.0,0.05479452054794521,0.1598311248834102,0.5140845070422535
threshold_baselines,threshold_baselines:composite,test,raw_score,3.3904426892598467,0.9071332436069987,1.0,0.028169014084507043,1.0,0.05479452054794521,0.1598311248834102,0.5140845070422535
threshold_baselines,threshold_baselines:composite,test,raw_score,3.631939888000488,0.9057873485868102,1.0,0.014084507042253521,1.0,0.02777777777777778,0.11294148911182127,0.5070422535211268
threshold_baselines,threshold_baselines:composite,val,raw_score,-0.7150096893310547,0.09448818897637795,0.09448818897637795,1.0,0.0,0.1726618705035971,0.0,0.5
threshold_baselines,threshold_baselines:composite,val,raw_score,-0.3183961444430881,0.49868766404199477,0.11055276381909548,0.6111111111111112,0.48695652173913045,0.18723404255319148,0.05742807490581002,0.5490338164251208
threshold_baselines,threshold_baselines:composite,val,raw_score,0.07821740044487846,0.6299212598425197,0.1476510067114094,0.6111111111111112,0.6318840579710145,0.23783783783783785,0.14565362940360574,0.6214975845410629
threshold_baselines,threshold_baselines:composite,val,raw_score,0.474830945332845,0.7834645669291339,0.23728813559322035,0.5833333333333334,0.8043478260869565,0.3373493975903614,0.26853501526799484,0.693840579710145
threshold_baselines,threshold_baselines:composite,val,raw_score,0.8714444902208116,0.8543307086614174,0.3177570093457944,0.4722222222222222,0.8942028985507247,0.3798882681564246,0.30850591444006253,0.6832125603864734
threshold_baselines,threshold_baselines:composite,val,raw_score,1.2680580351087782,0.8661417322834646,0.265625,0.2361111111111111,0.9318840579710145,0.24999999999999994,0.17716172018127196,0.5839975845410628
threshold_baselines,threshold_baselines:composite,val,raw_score,1.6646715799967446,0.8766404199475065,0.2608695652173913,0.16666666666666666,0.9507246376811594,0.20338983050847456,0.14417544307072744,0.558695652173913
threshold_baselines,threshold_baselines:composite,val,raw_score,2.0612851248847113,0.889763779527559,0.3,0.125,0.9695652173913043,0.17647058823529413,0.14223486043821115,0.5472826086956522
threshold_baselines,threshold_baselines:composite,val,raw_score,2.457898669772678,0.9028871391076115,0.4444444444444444,0.1111111111111111,0.9855072463768116,0.17777777777777776,0.1860920085838015,0.5483091787439613
threshold_baselines,threshold_baselines:composite,val,raw_score,2.8545122146606445,0.9002624671916011,0.3,0.041666666666666664,0.9898550724637681,0.07317073170731707,0.08101996362062798,0.5157608695652174
threshold_baselines,threshold_baselines:composite,val,raw_score,3.251125759548611,0.9028871391076115,0.375,0.041666666666666664,0.9927536231884058,0.075,0.09878128021870779,0.5172101449275363
threshold_baselines,threshold_baselines:composite,val,raw_score,3.647739304436578,0.9028871391076115,0.3333333333333333,0.027777777777777776,0.9942028985507246,0.05128205128205128,0.07274368908232616,0.5109903381642512
threshold_baselines,threshold_baselines:composite,val,raw_score,4.044352849324544,0.9041994750656168,0.4,0.027777777777777776,0.9956521739130435,0.051948051948051945,0.08488466612855271,0.5117149758454106
threshold_baselines,threshold_baselines:composite,val,raw_score,4.440966394212511,0.9041994750656168,0.3333333333333333,0.013888888888888888,0.9971014492753624,0.026666666666666665,0.05133579994108594,0.5054951690821257
threshold_baselines,threshold_baselines:composite,val,raw_score,4.837579939100477,0.905511811023622,0.5,0.013888888888888888,0.9985507246376811,0.02702702702702703,0.07111740274576134,0.506219806763285
threshold_baselines,threshold_baselines:composite,val,raw_score,5.234193483988444,0.9068241469816273,1.0,0.013888888888888888,1.0,0.0273972602739726,0.11221889003927528,0.5069444444444444
threshold_baselines,threshold_baselines:composite,val,raw_score,5.6308070288764105,0.9068241469816273,1.0,0.013888888888888888,1.0,0.0273972602739726,0.11221889003927528,0.5069444444444444
threshold_baselines,threshold_baselines:composite,val,raw_score,6.027420573764377,0.9068241469816273,1.0,0.013888888888888888,1.0,0.0273972602739726,0.11221889003927528,0.5069444444444444
threshold_baselines,threshold_baselines:composite,val,raw_score,6.424034118652344,0.9068241469816273,1.0,0.013888888888888888,1.0,0.0273972602739726,0.11221889003927528,0.5069444444444444
classical_ml,classical_ml:gradient_boosting,test,probability,0.05,0.5127860026917901,0.16241299303944315,0.9859154929577465,0.46279761904761907,0.2788844621513944,0.26728010866043705,0.7243565560026828
classical_ml,classical_ml:gradient_boosting,test,probability,0.1,0.5410497981157469,0.16911764705882354,0.971830985915493,0.4955357142857143,0.28810020876826725,0.27613349614860133,0.7336833501006037
classical_ml,classical_ml:gradient_boosting,test,probability,0.15,0.5464333781965006,0.1707920792079208,0.971830985915493,0.5014880952380952,0.29052631578947374,0.2793684073805512,0.7366595405767942
classical_ml,classical_ml:gradient_boosting,test,probability,0.2,0.5545087483176312,0.17336683417085427,0.971830985915493,0.5104166666666666,0.2942430703624734,0.28427119138034607,0.7411238262910798
classical_ml,classical_ml:gradient_boosting,test,probability,0.25,0.5585464333781965,0.17468354430379746,0.971830985915493,0.5148809523809523,0.296137339055794,0.2867461793798019,0.7433559691482227
classical_ml,classical_ml:gradient_boosting,test,probability,0.3,0.5598923283983849,0.1717948717948718,0.9436619718309859,0.5193452380952381,0.2906724511930586,0.2725724190870813,0.7315036049631121
