seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.20887000494942407,0.1290441329676401,0.1676955556488043,0.12009315519919722,0.6077371250381431
55,test,0.23092058048166078,0.1490534340337388,0.20012825970356263,0.1494234888271875,0.6077371250381431
