seed,split,mode,threshold,coverage,risk,auc,f1,temperature
55,test,tau,0.5,1.0,0.18896551724137933,0.8764885496183206,0.36866359447004604,0.6077371250381431
55,test,tau,0.5257894736842105,0.9944827586206897,0.18862690707350904,0.8783629580864605,0.37037037037037035,0.6077371250381431
55,test,tau,0.5515789473684211,0.9917241379310345,0.1863699582753825,0.8793088267664538,0.37383177570093457,0.6077371250381431
55,test,tau,0.5773684210526315,0.9848275862068966,0.18487394957983194,0.8818335018537242,0.37142857142857144,0.6077371250381431
55,test,tau,0.6031578947368421,0.983448275862069,0.1837307152875175,0.8823251417769377,0.37320574162679426,0.6077371250381431
55,test,tau,0.6289473684210526,0.9793103448275862,0.18028169014084505,0.8838092654140948,0.37864077669902907,0.6077371250381431
55,test,tau,0.6547368421052632,0.9724137931034482,0.174468085106383,0.8863139185124419,0.3880597014925373,0.6077371250381431
55,test,tau,0.6805263157894736,0.9627586206896551,0.167621776504298,0.8898873297850279,0.39999999999999997,0.6077371250381431
55,test,tau,0.7063157894736842,0.9448275862068966,0.15182481751824817,0.89568,0.4285714285714286,0.6077371250381431
55,test,tau,0.7321052631578947,0.7475862068965518,0.14944649446494462,0.9219368970499138,0.49056603773584906,0.6077371250381431
55,test,tau,0.7578947368421052,0.48551724137931035,0.19886363636363635,0.9387820512820513,0.5205479452054794,0.6077371250381431
55,test,tau,0.7836842105263158,0.4703448275862069,0.17888563049853368,0.9383720930232557,0.5547445255474452,0.6077371250381431
55,test,tau,0.8094736842105263,0.46620689655172415,0.1775147928994083,0.9416859617528512,0.5522388059701492,0.6077371250381431
55,test,tau,0.8352631578947368,0.45241379310344826,0.16158536585365857,0.9450090744101634,0.576,0.6077371250381431
55,test,tau,0.8610526315789473,0.43310344827586206,0.143312101910828,0.9512390087929656,0.6017699115044248,0.6077371250381431
55,test,tau,0.8868421052631579,0.4013793103448276,0.10652920962199308,0.9652605459057072,0.6593406593406593,0.6077371250381431
55,test,tau,0.9126315789473685,0.3627586206896552,0.041825095057034245,0.9776847977684797,0.8070175438596493,0.6077371250381431
55,test,tau,0.9384210526315789,0.32689655172413795,0.012658227848101222,0.9869565217391304,0.7999999999999999,0.6077371250381431
55,test,tau,0.9642105263157894,0.3103448275862069,0.004444444444444473,0.9753363228699551,0.6666666666666666,0.6077371250381431
55,test,tau,0.99,0.2689655172413793,0.0,,0.0,0.6077371250381431
55,test,delta,0.0,1.0,0.18896551724137933,0.8764885496183206,0.36866359447004604,0.6077371250381431
55,test,delta,0.025789473684210525,0.9944827586206897,0.18862690707350904,0.8783629580864605,0.37037037037037035,0.6077371250381431
55,test,delta,0.05157894736842105,0.9917241379310345,0.1863699582753825,0.8793088267664538,0.37383177570093457,0.6077371250381431
55,test,delta,0.07736842105263157,0.9848275862068966,0.18487394957983194,0.8818335018537242,0.37142857142857144,0.6077371250381431
55,test,delta,0.1031578947368421,0.983448275862069,0.1837307152875175,0.8823251417769377,0.37320574162679426,0.6077371250381431
55,test,delta,0.12894736842105262,0.9793103448275862,0.18028169014084505,0.8838092654140948,0.37864077669902907,0.6077371250381431
55,test,delta,0.15473684210526314,0.9724137931034482,0.174468085106383,0.8863139185124419,0.3880597014925373,0.6077371250381431
55,test,delta,0.18052631578947367,0.9627586206896551,0.167621776504298,0.8898873297850279,0.39999999999999997,0.6077371250381431
55,test,delta,0.2063157894736842,0.9448275862068966,0.15182481751824817,0.89568,0.4285714285714286,0.6077371250381431
55,test,delta,0.23210526315789473,0.7475862068965518,0.14944649446494462,0.9219368970499138,0.49056603773584906,0.6077371250381431
55,test,delta,0.25789473684210523,0.48551724137931035,0.19886363636363635,0.9387820512820513,0.5205479452054794,0.6077371250381431
55,test,delta,0.28368421052631576,0.4703448275862069,0.17888563049853368,0.9383720930232557,0.5547445255474452,0.6077371250381431
55,test,delta,0.3094736842105263,0.46620689655172415,0.1775147928994083,0.9416859617528512,0.5522388059701492,0.6077371250381431
55,test,delta,0.3352631578947368,0.45241379310344826,0.16158536585365857,0.9450090744101634,0.576,0.6077371250381431
55,test,delta,0.36105263157894735,0.43310344827586206,0.143312101910828,0.9512390087929656,0.6017699115044248,0.6077371250381431
55,test,delta,0.3868421052631579,0.4013793103448276,0.10652920962199308,0.9652605459057072,0.6593406593406593,0.6077371250381431
55,test,delta,0.4126315789473684,0.3627586206896552,0.041825095057034245,0.9776847977684797,0.8070175438596493,0.6077371250381431
55,test,delta,0.43842105263157893,0.32689655172413795,0.012658227848101222,0.9869565217391304,0.7999999999999999,0.6077371250381431
55,test,delta,0.46421052631578946,0.3103448275862069,0.004444444444444473,0.9753363228699551,0.6666666666666666,0.6077371250381431
55,test,delta,0.49,0.2689655172413793,0.0,,0.0,0.6077371250381431
55,test,tau_summary,0.9,0.3917241379310345,0.0880281690140845,0.9671916010498687,0.6987951807228916,0.6077371250381431
55,test,delta_summary,0.1,0.983448275862069,0.1837307152875175,0.8823251417769377,0.37320574162679426,0.6077371250381431
