seed,split,ece_before,brier_before,ece_after,brier_after,temperature
55,val,0.07820405427731186,0.0746677314437389,0.03458023106042735,0.06165264223511958,3.6591211095380864
55,test,0.08736907491119614,0.0861950786548254,0.037393650656823485,0.07116494710749417,3.6591211095380864
