seed,split,mode,threshold,coverage,risk,auc,f1,temperature
55,test,tau,0.5,1.0,0.09379310344827585,0.9050163576881134,0.19047619047619044,3.6591211095380864
55,test,tau,0.5257894736842105,0.9972413793103448,0.09405255878284924,0.9049993351947878,0.17073170731707318,3.6591211095380864
55,test,tau,0.5515789473684211,0.9972413793103448,0.09405255878284924,0.9049993351947878,0.17073170731707318,3.6591211095380864
55,test,tau,0.5773684210526315,0.9806896551724138,0.08438818565400841,0.9070469474497682,0.16666666666666666,3.6591211095380864
55,test,tau,0.6031578947368421,0.9751724137931035,0.08345120226308345,0.9038725067248642,0.0923076923076923,3.6591211095380864
55,test,tau,0.6289473684210526,0.9668965517241379,0.0784593437945792,0.8967331118493909,0.03508771929824561,3.6591211095380864
55,test,tau,0.6547368421052632,0.9627586206896551,0.0759312320916905,0.8908878162936961,0.0,3.6591211095380864
55,test,tau,0.6805263157894736,0.96,0.07471264367816088,0.8901696129957,0.0,3.6591211095380864
55,test,tau,0.7063157894736842,0.9572413793103448,0.07348703170028814,0.889427621748544,0.0,3.6591211095380864
55,test,tau,0.7321052631578947,0.9503448275862069,0.0711175616835994,0.8892538265306122,0.0,3.6591211095380864
55,test,tau,0.7578947368421052,0.9351724137931035,0.0663716814159292,0.8895910128137616,0.0,3.6591211095380864
55,test,tau,0.7836842105263158,0.9186206896551724,0.06606606606606602,0.902842736042093,0.0,3.6591211095380864
55,test,tau,0.8094736842105263,0.9062068965517242,0.0639269406392694,0.9086333720480061,0.0,3.6591211095380864
55,test,tau,0.8352631578947368,0.8937931034482759,0.06018518518518523,0.910530082943876,0.0,3.6591211095380864
55,test,tau,0.8610526315789473,0.886896551724138,0.059097978227060644,0.9143105698129621,0.0,3.6591211095380864
55,test,tau,0.8868421052631579,0.8662068965517241,0.047770700636942665,0.9030657748049054,0.0,3.6591211095380864
55,test,tau,0.9126315789473685,0.8482758620689655,0.04390243902439028,0.9086671705719326,0.0,3.6591211095380864
55,test,tau,0.9384210526315789,0.8027586206896552,0.030927835051546393,0.9060283687943262,0.0,3.6591211095380864
55,test,tau,0.9642105263157894,0.7241379310344828,0.005714285714285672,0.644316730523627,0.0,3.6591211095380864
55,test,tau,0.99,0.0,,,,3.6591211095380864
55,test,delta,0.0,1.0,0.09379310344827585,0.9050163576881134,0.19047619047619044,3.6591211095380864
55,test,delta,0.025789473684210525,0.9972413793103448,0.09405255878284924,0.9049993351947878,0.17073170731707318,3.6591211095380864
55,test,delta,0.05157894736842105,0.9972413793103448,0.09405255878284924,0.9049993351947878,0.17073170731707318,3.6591211095380864
55,test,delta,0.07736842105263157,0.9806896551724138,0.08438818565400841,0.9070469474497682,0.16666666666666666,3.6591211095380864
55,test,delta,0.1031578947368421,0.9751724137931035,0.08345120226308345,0.9038725067248642,0.0923076923076923,3.6591211095380864
55,test,delta,0.12894736842105262,0.9668965517241379,0.0784593437945792,0.8967331118493909,0.03508771929824561,3.6591211095380864
55,test,delta,0.15473684210526314,0.9627586206896551,0.0759312320916905,0.8908878162936961,0.0,3.6591211095380864
55,test,delta,0.18052631578947367,0.96,0.07471264367816088,0.8901696129957,0.0,3.6591211095380864
55,test,delta,0.2063157894736842,0.9572413793103448,0.07348703170028814,0.889427621748544,0.0,3.6591211095380864
55,test,delta,0.23210526315789473,0.9503448275862069,0.0711175616835994,0.8892538265306122,0.0,3.6591211095380864
55,test,delta,0.25789473684210523,0.9351724137931035,0.0663716814159292,0.8895910128137616,0.0,3.6591211095380864
55,test,delta,0.28368421052631576,0.9186206896551724,0.06606606606606602,0.902842736042093,0.0,3.6591211095380864
55,test,delta,0.3094736842105263,0.9062068965517242,0.0639269406392694,0.9086333720480061,0.0,3.6591211095380864
55,test,delta,0.3352631578947368,0.8937931034482759,0.06018518518518523,0.910530082943876,0.0,3.6591211095380864
55,test,delta,0.36105263157894735,0.886896551724138,0.059097978227060644,0.9143105698129621,0.0,3.6591211095380864
55,test,delta,0.3868421052631579,0.8662068965517241,0.047770700636942665,0.9030657748049054,0.0,3.6591211095380864
55,test,delta,0.4126315789473684,0.8482758620689655,0.04390243902439028,0.9086671705719326,0.0,3.6591211095380864
55,test,delta,0.43842105263157893,0.8027586206896552,0.030927835051546393,0.9060283687943262,0.0,3.6591211095380864
55,test,delta,0.46421052631578946,0.7241379310344828,0.005714285714285672,0.644316730523627,0.0,3.6591211095380864
55,test,delta,0.49,0.0,,,,3.6591211095380864
55,test,tau_summary,0.9,0.8606896551724138,0.04647435897435892,0.9044334975369457,0.0,3.6591211095380864
55,test,delta_summary,0.1,0.976551724137931,0.08333333333333337,0.9053979826225906,0.11940298507462686,3.6591211095380864
