model_code_name,model_display_name,selection_rule,threshold,validation_balanced_accuracy,validation_ECE,validation_MCC,selection_family,constraint_satisfied,lambda,delta,test_balanced_accuracy,test_MCC,test_F1,test_recall,test_specificity,test_ECE,test_Brier score,false_acceptance_rate,false_rejection_rate,test_TP,test_TN,test_FP,test_FN,CAOPS_score
cnn,CNN,fixed_0p50,0.5,0.9623792270531402,0.0068114848167363,0.9305739819087148,reference,,,,0.9643905097250168,0.8958693227541976,0.9054054054054054,0.943661971830986,0.9851190476190476,0.0091723294691581,0.0150547462004704,0.0148809523809523,0.056338028169014,67,662,10,4,
cnn,CNN,Youden_J,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,reference,,,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn,CNN,max_F1,0.52,0.9631038647342997,0.0081721390218984,0.9379876652231732,reference,,,,0.9643905097250168,0.8958693227541976,0.9054054054054054,0.943661971830986,0.9851190476190476,0.0091723294691581,0.0150547462004704,0.0148809523809523,0.056338028169014,67,662,10,4,
cnn,CNN,max_balanced_accuracy,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,reference,,,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn,CNN,max_MCC,0.52,0.9631038647342997,0.0081721390218984,0.9379876652231732,reference,,,,0.9643905097250168,0.8958693227541976,0.9054054054054054,0.943661971830986,0.9851190476190476,0.0091723294691581,0.0150547462004704,0.0148809523809523,0.056338028169014,67,662,10,4,
cnn,CNN,CAOPS_penalty_lambda_0.0,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_penalty,,0.0,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,0.9781400966183575
cnn,CNN,CAOPS_penalty_lambda_0.1,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_penalty,,0.1,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,0.9772218127841806
cnn,CNN,CAOPS_penalty_lambda_0.25,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_penalty,,0.25,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,0.9758443870329152
cnn,CNN,CAOPS_penalty_lambda_0.5,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_penalty,,0.5,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,0.9735486774474728
cnn,CNN,CAOPS_penalty_lambda_1.0,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_penalty,,1.0,,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,0.9689572582765882
cnn,CNN,CAOPS_constraint_delta_0.025,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_constraint,True,,0.025,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn,CNN,CAOPS_constraint_delta_0.05,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_constraint,True,,0.05,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn,CNN,CAOPS_constraint_delta_0.075,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_constraint,True,,0.075,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn,CNN,CAOPS_constraint_delta_0.1,0.09,0.9781400966183575,0.0091828383417693,0.9075276982507026,CAOPS_constraint,True,,0.1,0.9650821596244132,0.8116547991274671,0.8214285714285714,0.971830985915493,0.9583333333333334,0.0142683840035697,0.0150547462004704,0.0416666666666666,0.028169014084507,69,644,28,2,
cnn_attention,Attention-CNN,fixed_0p50,0.5,0.9691425120772948,0.0243941590791831,0.7994585688645331,reference,,,,0.9706363179074446,0.810818702607675,0.8187134502923976,0.9859154929577464,0.9553571428571428,0.0126134466462391,0.0325594526791175,0.0446428571428571,0.0140845070422535,70,642,30,1,
cnn_attention,Attention-CNN,Youden_J,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,reference,,,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_attention,Attention-CNN,max_F1,0.89,0.9353260869565218,0.0572861244452813,0.9054383699708424,reference,,,,0.9588363514419852,0.9008919484224686,0.9103448275862068,0.9295774647887324,0.988095238095238,0.0494913350151255,0.0325594526791175,0.0119047619047619,0.0704225352112676,66,664,8,5,
cnn_attention,Attention-CNN,max_balanced_accuracy,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,reference,,,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_attention,Attention-CNN,max_MCC,0.89,0.9353260869565218,0.0572861244452813,0.9054383699708424,reference,,,,0.9588363514419852,0.9008919484224686,0.9103448275862068,0.9295774647887324,0.988095238095238,0.0494913350151255,0.0325594526791175,0.0119047619047619,0.0704225352112676,66,664,8,5,
cnn_attention,Attention-CNN,CAOPS_penalty_lambda_0.0,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_penalty,,0.0,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,0.972765700483092
cnn_attention,Attention-CNN,CAOPS_penalty_lambda_0.1,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_penalty,,0.1,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,0.9703262845751736
cnn_attention,Attention-CNN,CAOPS_penalty_lambda_0.25,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_penalty,,0.25,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,0.966667160713296
cnn_attention,Attention-CNN,CAOPS_penalty_lambda_0.5,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_penalty,,0.5,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,0.9605686209435004
cnn_attention,Attention-CNN,CAOPS_penalty_lambda_1.0,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_penalty,,1.0,,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,0.9483715414039088
cnn_attention,Attention-CNN,CAOPS_constraint_delta_0.025,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_constraint,True,,0.025,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_attention,Attention-CNN,CAOPS_constraint_delta_0.05,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_constraint,True,,0.05,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_attention,Attention-CNN,CAOPS_constraint_delta_0.075,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_constraint,True,,0.075,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_attention,Attention-CNN,CAOPS_constraint_delta_0.1,0.56,0.972765700483092,0.0243941590791831,0.8226069763832717,CAOPS_constraint,True,,0.1,0.97212441314554,0.8203654647058851,0.8284023668639053,0.9859154929577464,0.9583333333333334,0.0153973691022334,0.0325594526791175,0.0416666666666666,0.0140845070422535,70,644,28,1,
cnn_focus_hybrid,CNN--focus hybrid,fixed_0p50,0.5,0.9193840579710144,0.0301950820100442,0.7676467622854243,reference,,,,0.9302691146881288,0.811731641744908,0.8289473684210527,0.8873239436619719,0.9732142857142856,0.0349729845487159,0.0310908803406463,0.0267857142857142,0.1126760563380281,63,654,18,8,
cnn_focus_hybrid,CNN--focus hybrid,Youden_J,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,reference,,,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,
cnn_focus_hybrid,CNN--focus hybrid,max_F1,0.4,0.944987922705314,0.0301950820100442,0.7880327988639226,reference,,,,0.95397384305835,0.8141982095958734,0.8271604938271604,0.943661971830986,0.9642857142857144,0.0349729845487159,0.0310908803406463,0.0357142857142857,0.056338028169014,67,648,24,4,
cnn_focus_hybrid,CNN--focus hybrid,max_balanced_accuracy,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,reference,,,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,
cnn_focus_hybrid,CNN--focus hybrid,max_MCC,0.4,0.944987922705314,0.0301950820100442,0.7880327988639226,reference,,,,0.95397384305835,0.8141982095958734,0.8271604938271604,0.943661971830986,0.9642857142857144,0.0349729845487159,0.0310908803406463,0.0357142857142857,0.056338028169014,67,648,24,4,
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_penalty_lambda_0.0,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_penalty,,0.0,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,0.9644927536231884
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_penalty_lambda_0.1,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_penalty,,0.1,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,0.9613390725664714
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_penalty_lambda_0.25,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_penalty,,0.25,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,0.956608550981396
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_penalty_lambda_0.5,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_penalty,,0.5,,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,0.9487243483396032
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_penalty_lambda_1.0,0.25,0.9633454106280194,0.0301950820100442,0.7655260350166169,CAOPS_penalty,,1.0,,0.9509452548625084,0.7304741687366221,0.7379679144385026,0.971830985915493,0.9300595238095238,0.0349729845487159,0.0310908803406463,0.0699404761904761,0.028169014084507,69,625,47,2,0.9331503286179752
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_constraint_delta_0.025,0.26,0.9571256038647342,0.0301950820100442,0.7609150882609166,CAOPS_constraint,False,,0.025,0.9524333501006036,0.738109285145832,0.745945945945946,0.971830985915493,0.9330357142857144,0.0349729845487159,0.0310908803406463,0.0669642857142857,0.028169014084507,69,627,45,2,
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_constraint_delta_0.05,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_constraint,True,,0.05,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_constraint_delta_0.075,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_constraint,True,,0.075,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,
cnn_focus_hybrid,CNN--focus hybrid,CAOPS_constraint_delta_0.1,0.23,0.9644927536231884,0.0315368105671703,0.7434949661177755,CAOPS_constraint,True,,0.1,0.9535232226693494,0.7174554452769534,0.7216494845360826,0.9859154929577464,0.9211309523809524,0.0349729845487159,0.0310908803406463,0.0788690476190476,0.0140845070422535,70,619,53,1,
transfer,Transfer learning,fixed_0p50,0.5,0.9286231884057972,0.0186635776349546,0.7217452144678853,reference,,,,0.9131560194500336,0.7001495151252212,0.72,0.8873239436619719,0.9389880952380952,0.0108365580710001,0.0474812677688252,0.0610119047619047,0.1126760563380281,63,631,41,8,
transfer,Transfer learning,Youden_J,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,reference,,,,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,
transfer,Transfer learning,max_F1,0.73,0.8794685990338165,0.0433902543724972,0.7735804229454201,reference,,,,0.8857834507042254,0.739995836012197,0.7651006711409397,0.8028169014084507,0.96875,0.0342908620483067,0.0474812677688252,0.03125,0.1971830985915492,57,651,21,14,
transfer,Transfer learning,max_balanced_accuracy,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,reference,,,,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,
transfer,Transfer learning,max_MCC,0.73,0.8794685990338165,0.0433902543724972,0.7735804229454201,reference,,,,0.8857834507042254,0.739995836012197,0.7651006711409397,0.8028169014084507,0.96875,0.0342908620483067,0.0474812677688252,0.03125,0.1971830985915492,57,651,21,14,
transfer,Transfer learning,CAOPS_penalty_lambda_0.0,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,CAOPS_penalty,,0.0,,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,0.9481280193236716
transfer,Transfer learning,CAOPS_penalty_lambda_0.1,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,CAOPS_penalty,,0.1,,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,0.944879148915969
transfer,Transfer learning,CAOPS_penalty_lambda_0.25,0.45,0.9465579710144928,0.0194341251281909,0.7324174898312331,CAOPS_penalty,,0.25,,0.9164780348759224,0.6895054615263175,0.7071823204419889,0.9014084507042254,0.9315476190476192,0.0150233149899214,0.0474812677688252,0.0684523809523809,0.0985915492957746,64,626,46,7,0.9416994397324452
transfer,Transfer learning,CAOPS_penalty_lambda_0.5,0.45,0.9465579710144928,0.0194341251281909,0.7324174898312331,CAOPS_penalty,,0.5,,0.9164780348759224,0.6895054615263175,0.7071823204419889,0.9014084507042254,0.9315476190476192,0.0150233149899214,0.0474812677688252,0.0684523809523809,0.0985915492957746,64,626,46,7,0.9368409084503974
