model_code_name,model_display_name,selection_rule,threshold,validation_balanced_accuracy,validation_ECE,validation_MCC,selection_family,constraint_satisfied,lambda,delta,test_balanced_accuracy,test_MCC,test_F1,test_recall,test_specificity,test_ECE,test_Brier score,false_acceptance_rate,false_rejection_rate,test_TP,test_TN,test_FP,test_FN,CAOPS_score
transfer,Transfer learning,CAOPS_penalty_lambda_1.0,0.45,0.9465579710144928,0.0194341251281909,0.7324174898312331,CAOPS_penalty,,1.0,,0.9164780348759224,0.6895054615263175,0.7071823204419889,0.9014084507042254,0.9315476190476192,0.0150233149899214,0.0474812677688252,0.0684523809523809,0.0985915492957746,64,626,46,7,0.9271238458863018
transfer,Transfer learning,CAOPS_constraint_delta_0.025,0.45,0.9465579710144928,0.0194341251281909,0.7324174898312331,CAOPS_constraint,True,,0.025,0.9164780348759224,0.6895054615263175,0.7071823204419889,0.9014084507042254,0.9315476190476192,0.0150233149899214,0.0474812677688252,0.0684523809523809,0.0985915492957746,64,626,46,7,
transfer,Transfer learning,CAOPS_constraint_delta_0.05,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,CAOPS_constraint,True,,0.05,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,
transfer,Transfer learning,CAOPS_constraint_delta_0.075,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,CAOPS_constraint,True,,0.075,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,
transfer,Transfer learning,CAOPS_constraint_delta_0.1,0.3,0.9481280193236716,0.0324887040770253,0.6906718333590842,CAOPS_constraint,True,,0.1,0.92272384305835,0.6483504442544658,0.6568627450980392,0.943661971830986,0.9017857142857144,0.0298872707719684,0.0474812677688252,0.0982142857142857,0.056338028169014,67,606,66,4,
hybrid_vit,Hybrid ViT,fixed_0p50,0.5,0.91256038647343,0.0340113446937862,0.6920023392867989,reference,,,,0.8713007209926225,0.6789816746969008,0.7088607594936709,0.7887323943661971,0.9538690476190476,0.0261031675232653,0.0455780022998754,0.0461309523809523,0.2112676056338028,56,641,31,15,
hybrid_vit,Hybrid ViT,Youden_J,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,reference,,,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,
hybrid_vit,Hybrid ViT,max_F1,0.74,0.9095410628019324,0.0434060220643382,0.7388159896688318,reference,,,,0.8520602783366868,0.7041205566733736,0.7323943661971831,0.7323943661971831,0.9717261904761904,0.0329052349847027,0.0455780022998754,0.0282738095238095,0.2676056338028169,52,653,19,19,
hybrid_vit,Hybrid ViT,max_balanced_accuracy,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,reference,,,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,
hybrid_vit,Hybrid ViT,max_MCC,0.74,0.9095410628019324,0.0434060220643382,0.7388159896688318,reference,,,,0.8520602783366868,0.7041205566733736,0.7323943661971831,0.7323943661971831,0.9717261904761904,0.0329052349847027,0.0455780022998754,0.0282738095238095,0.2676056338028169,52,653,19,19,
hybrid_vit,Hybrid ViT,CAOPS_penalty_lambda_0.0,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_penalty,,0.0,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,0.9203502415458936
hybrid_vit,Hybrid ViT,CAOPS_penalty_lambda_0.1,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_penalty,,0.1,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,0.9159596154529844
hybrid_vit,Hybrid ViT,CAOPS_penalty_lambda_0.25,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_penalty,,0.25,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,0.9093736763136208
hybrid_vit,Hybrid ViT,CAOPS_penalty_lambda_0.5,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_penalty,,0.5,,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,0.8983971110813479
hybrid_vit,Hybrid ViT,CAOPS_penalty_lambda_1.0,0.5,0.91256038647343,0.0340113446937862,0.6920023392867989,CAOPS_penalty,,1.0,,0.8713007209926225,0.6789816746969008,0.7088607594936709,0.7887323943661971,0.9538690476190476,0.0261031675232653,0.0455780022998754,0.0461309523809523,0.2112676056338028,56,641,31,15,0.8785490417796438
hybrid_vit,Hybrid ViT,CAOPS_constraint_delta_0.025,0.47,0.9111111111111112,0.0340113446937862,0.6843209935112708,CAOPS_constraint,False,,0.025,0.8675804828973843,0.6561631586480624,0.6871165644171779,0.7887323943661971,0.9464285714285714,0.0326663994137525,0.0455780022998754,0.0535714285714285,0.2112676056338028,56,636,36,15,
hybrid_vit,Hybrid ViT,CAOPS_constraint_delta_0.05,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_constraint,True,,0.05,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,
hybrid_vit,Hybrid ViT,CAOPS_constraint_delta_0.075,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_constraint,True,,0.075,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,
hybrid_vit,Hybrid ViT,CAOPS_constraint_delta_0.1,0.28,0.9203502415458936,0.0439062609290917,0.6557455927684194,CAOPS_constraint,True,,0.1,0.9001613849765258,0.6600228263444523,0.6813186813186813,0.8732394366197183,0.9270833333333334,0.0337080959121561,0.0455780022998754,0.0729166666666666,0.1267605633802817,62,623,49,9,
focus_dnn,Focus-DNN,fixed_0p50,0.5,0.702415458937198,0.1706937520698769,0.3024746502072529,reference,,,,0.7247442991281019,0.3510267993528764,0.4141414141414141,0.5774647887323944,0.8720238095238095,0.158376401137375,0.1492870288174729,0.1279761904761904,0.4225352112676056,41,586,86,30,
focus_dnn,Focus-DNN,Youden_J,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,reference,,,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,
focus_dnn,Focus-DNN,max_F1,0.79,0.694987922705314,0.2266155885058281,0.4268004154383579,reference,,,,0.7200913816230717,0.4749641889790027,0.5190839694656487,0.4788732394366197,0.9613095238095238,0.2182228445485335,0.1492870288174729,0.0386904761904761,0.5211267605633803,34,646,26,37,
focus_dnn,Focus-DNN,max_balanced_accuracy,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,reference,,,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,
focus_dnn,Focus-DNN,max_MCC,0.82,0.6498792270531402,0.2690332692967155,0.4829883471102914,reference,,,,0.6363807847082495,0.4363658342659008,0.4123711340206186,0.2816901408450704,0.9910714285714286,0.2519803091101499,0.1492870288174729,0.0089285714285714,0.7183098591549296,20,666,6,51,
focus_dnn,Focus-DNN,CAOPS_penalty_lambda_0.0,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,CAOPS_penalty,,0.0,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,0.7780193236714976
focus_dnn,Focus-DNN,CAOPS_penalty_lambda_0.1,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,CAOPS_penalty,,0.1,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,0.7609499484645099
focus_dnn,Focus-DNN,CAOPS_penalty_lambda_0.25,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,CAOPS_penalty,,0.25,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,0.7353458856540284
focus_dnn,Focus-DNN,CAOPS_penalty_lambda_0.5,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,CAOPS_penalty,,0.5,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,0.6926724476365591
focus_dnn,Focus-DNN,CAOPS_penalty_lambda_1.0,0.41,0.7780193236714976,0.1706937520698769,0.3275829831463271,CAOPS_penalty,,1.0,,0.7798667002012072,0.3317150777872612,0.3383838383838383,0.943661971830986,0.6160714285714286,0.1583764011373751,0.1492870288174729,0.3839285714285714,0.056338028169014,67,414,258,4,0.6073255716016207
focus_dnn,Focus-DNN,CAOPS_constraint_delta_0.025,0.5,0.702415458937198,0.1706937520698769,0.3024746502072529,CAOPS_constraint,False,,0.025,0.7247442991281019,0.3510267993528764,0.4141414141414141,0.5774647887323944,0.8720238095238095,0.158376401137375,0.1492870288174729,0.1279761904761904,0.4225352112676056,41,586,86,30,
focus_dnn,Focus-DNN,CAOPS_constraint_delta_0.05,0.5,0.702415458937198,0.1706937520698769,0.3024746502072529,CAOPS_constraint,False,,0.05,0.7247442991281019,0.3510267993528764,0.4141414141414141,0.5774647887323944,0.8720238095238095,0.158376401137375,0.1492870288174729,0.1279761904761904,0.4225352112676056,41,586,86,30,
focus_dnn,Focus-DNN,CAOPS_constraint_delta_0.075,0.5,0.702415458937198,0.1706937520698769,0.3024746502072529,CAOPS_constraint,False,,0.075,0.7247442991281019,0.3510267993528764,0.4141414141414141,0.5774647887323944,0.8720238095238095,0.158376401137375,0.1492870288174729,0.1279761904761904,0.4225352112676056,41,586,86,30,
